review,aspect,category
I am actually offended to have spent so much money on such a bad experience.,NULL,RESTAURANT#PRICES:negative
I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,Casa La Femme,RESTAURANT#GENERAL:negative
I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,Casa La Femme,RESTAURANT#PRICES:negative
"Our visit their to say the least, was an unpleasant and costly experience!",NULL,RESTAURANT#GENERAL:negative
"Our visit their to say the least, was an unpleasant and costly experience!",NULL,RESTAURANT#PRICES:negative
And even more so unpleasant because it was so costly for such an unpleasant experience.,NULL,RESTAURANT#GENERAL:negative
And even more so unpleasant because it was so costly for such an unpleasant experience.,NULL,RESTAURANT#PRICES:negative
We did arrive late for our reservation so I can not complain too much about the wait for a table.,wait,SERVICE#GENERAL:neutral
Although we were told 10-15 minutes and it was more like 45 minutes.,NULL,SERVICE#GENERAL:negative
We were ushered to the bar to wait momentarily and upon arrival were so excited.,NULL,RESTAURANT#GENERAL:positive
The place is beautiful!,place,AMBIENCE#GENERAL:positive
The hostess was very pleasant.,hostess,SERVICE#GENERAL:positive
"However, our $14 drinks were were horrible!",drinks,DRINKS#QUALITY:negative
"However, our $14 drinks were were horrible!",drinks,DRINKS#PRICES:negative
"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!",NULL,SERVICE#GENERAL:negative
Our experience did not ever get any better.,NULL,RESTAURANT#GENERAL:negative
For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,NULL,SERVICE#GENERAL:negative
We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,waiter,SERVICE#GENERAL:negative
After the 4th time i asked again and the waiter than said after our dinner.,waiter,SERVICE#GENERAL:negative
We asked for beverages and never received them.,NULL,SERVICE#GENERAL:negative
We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,waiter,SERVICE#GENERAL:negative
My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,chicken,FOOD#QUALITY:negative
I would not expect this for a $55 dinner.,dinner,FOOD#QUALITY:negative
I would not expect this for a $55 dinner.,dinner,FOOD#PRICES:negative
By the time we finished our dinner we still had not received one beverage NOR hooka!,NULL,SERVICE#GENERAL:negative
What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,NULL,SERVICE#GENERAL:negative
The only beverage we did receive was water in dirty glasses!,NULL,SERVICE#GENERAL:negative
To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,NULL,SERVICE#GENERAL:negative
To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,NULL,RESTAURANT#MISCELLANEOUS:negative
"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",food,FOOD#QUALITY:negative
"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",NULL,RESTAURANT#PRICES:negative
"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",NULL,RESTAURANT#MISCELLANEOUS:negative
If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,meal,FOOD#QUALITY:negative
If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,NULL,RESTAURANT#PRICES:negative
"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",restaurant,RESTAURANT#GENERAL:negative
"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",restaurant,RESTAURANT#PRICES:negative
MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,NULL,RESTAURANT#GENERAL:negative
MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,NULL,RESTAURANT#PRICES:negative
MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,NULL,SERVICE#GENERAL:negative
I wish I COULD be refunded!,NULL,RESTAURANT#GENERAL:negative
Don't go with a larger group than 4! ,NULL,RESTAURANT#MISCELLANEOUS:negative
"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",NULL,SERVICE#GENERAL:positive
The menu is fairly simple without much descriptions. ,menu,FOOD#STYLE_OPTIONS:neutral
"There was no tap beer that evening, which was a disappointment. ",beer,DRINKS#STYLE_OPTIONS:negative
"Not much of a selection of bottled beer either, we went with Brahma. ",selection of bottled beer,DRINKS#STYLE_OPTIONS:negative
The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,fried oysters and clams,FOOD#QUALITY:positive
The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,fried oysters and clams,FOOD#STYLE_OPTIONS:negative
The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,NULL,SERVICE#GENERAL:positive
"The lobster knuckles (special of the day) were ok, but pretty tasteless.",lobster knuckles,FOOD#STYLE_OPTIONS:neutral
"The lobster knuckles (special of the day) were ok, but pretty tasteless.",lobster knuckles,FOOD#QUALITY:negative
"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. ","""salt encrusted shrimp"" appetizer",FOOD#STYLE_OPTIONS:negative
"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded."" ",NULL,SERVICE#GENERAL:negative
The food arrived in about 15 minutes. ,NULL,SERVICE#GENERAL:neutral
I had the Thai style Fried Sea Bass...which was very good. ,Thai style Fried Sea Bass,FOOD#QUALITY:positive
"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",food,FOOD#QUALITY:positive
"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",grilled Mahi Mahi,FOOD#QUALITY:negative
"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",grilled Mahi Mahi,FOOD#STYLE_OPTIONS:negative
I heard the lobster roll was excellent. ,lobster roll,FOOD#QUALITY:positive
"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand). ",NULL,SERVICE#GENERAL:negative
"All in all the food was good - a little on the expensive side, but fresh. ",food,FOOD#QUALITY:positive
"All in all the food was good - a little on the expensive side, but fresh. ",food,FOOD#PRICES:negative
"Service not the friendliest to our ""large party""! ",Service,SERVICE#GENERAL:negative
Probably would not go back here.,NULL,RESTAURANT#GENERAL:negative
Great Indian food,Indian food,FOOD#QUALITY:positive
"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",Food,FOOD#QUALITY:positive
"Very ""normal Indian food"", but done really well.",Indian food,FOOD#STYLE_OPTIONS:neutral
"Very ""normal Indian food"", but done really well.",Indian food,FOOD#QUALITY:positive
"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",place,RESTAURANT#GENERAL:positive
"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",place,RESTAURANT#PRICES:negative
"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",chicken tikka masala,FOOD#PRICES:negative
"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",feel,AMBIENCE#GENERAL:negative
"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",waiters,SERVICE#GENERAL:negative
I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,NULL,SERVICE#GENERAL:negative
I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,NULL,RESTAURANT#PRICES:negative
"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",Indian food,FOOD#QUALITY:positive
"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",place,RESTAURANT#PRICES:negative
One of the BEST,NULL,RESTAURANT#GENERAL:positive
"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",Bukhara Grill,RESTAURANT#GENERAL:positive
The lunch buffet is expensive but is deff worth it.,lunch buffet,FOOD#PRICES:negative
The lunch buffet is expensive but is deff worth it.,lunch buffet,FOOD#QUALITY:positive
We have gone for dinner only a few times but the same great quality and service is given.,service,SERVICE#GENERAL:positive
We have gone for dinner only a few times but the same great quality and service is given.,dinner,FOOD#QUALITY:positive
Bukhara is on my top 5 Indian places in NYC,Bukhara,RESTAURANT#GENERAL:positive
Wretched and retching,NULL,RESTAURANT#GENERAL:negative
I have never been so disgusted by both food an service.,food,FOOD#QUALITY:negative
I have never been so disgusted by both food an service.,service,SERVICE#GENERAL:negative
For starters they delivered us someone else's order.,NULL,SERVICE#GENERAL:negative
"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",kimchee,FOOD#QUALITY:negative
"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",Korean fair,FOOD#QUALITY:negative
"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",food,FOOD#QUALITY:negative
"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",NULL,SERVICE#GENERAL:negative
None was made so i hung up.,NULL,SERVICE#GENERAL:negative
Less than three minutes passed before I found myself doubled over the toilet.,NULL,FOOD#QUALITY:negative
"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",meal,FOOD#QUALITY:negative
"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",NULL,SERVICE#GENERAL:negative
"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.",restaurant,RESTAURANT#GENERAL:negative
Eat at your own risk.,NULL,FOOD#QUALITY:negative
Gorgeous place ideal for a romantic dinner,place,AMBIENCE#GENERAL:positive
Gorgeous place ideal for a romantic dinner,place,RESTAURANT#MISCELLANEOUS:positive
I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,four course prix fix menu,FOOD#QUALITY:positive
I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,white organza tent,AMBIENCE#GENERAL:positive
The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,service,SERVICE#GENERAL:positive
The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,waiter,SERVICE#GENERAL:positive
I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,Casa La Femme,RESTAURANT#MISCELLANEOUS:positive
More Williamsburg Garbage,NULL,RESTAURANT#GENERAL:negative
The dishes came out around 5 minutes apart.,NULL,SERVICE#GENERAL:negative
"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",bibimbap,FOOD#QUALITY:neutral
"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",stone bowl,FOOD#STYLE_OPTIONS:negative
Too bad I had paid an extra $2 for the stone bowl.,stone bowl,FOOD#PRICES:negative
The nakgi-bokum was horrible.,nakgi-bokum,FOOD#QUALITY:negative
Easily the worst stir-fried squid I've ever tasted.,stir-fried squid,FOOD#QUALITY:negative
The sauce tasted more like Chinese fast food than decent Korean.,sauce,FOOD#QUALITY:negative
"The side dishes were passable, and I did get a refill upon request.",side dishes,FOOD#QUALITY:neutral
"The side dishes were passable, and I did get a refill upon request.",side dishes,FOOD#STYLE_OPTIONS:neutral
The real problem I had with this place was the complete lack of service.,service,SERVICE#GENERAL:negative
She just nodded and walked off.,NULL,SERVICE#GENERAL:negative
"As to my comment about the food, no apology or acknowledgment was made.",NULL,SERVICE#GENERAL:negative
My wife had barely touched that mess of a dish.,dish,FOOD#QUALITY:negative
We were charged full price.,NULL,SERVICE#GENERAL:negative
Lives up to the hype,NULL,RESTAURANT#GENERAL:positive
We've tried before but it always packed and doesn't take reservations.,NULL,RESTAURANT#MISCELLANEOUS:neutral
It was well worth the wait.,NULL,RESTAURANT#GENERAL:positive
The wife had the risotto which was amazing.,risotto,FOOD#QUALITY:positive
"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",NULL,FOOD#STYLE_OPTIONS:negative
"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",NULL,FOOD#QUALITY:positive
The farro salad and the mashed yukon potatoes were also extremely tasty.,farro salad,FOOD#QUALITY:positive
The farro salad and the mashed yukon potatoes were also extremely tasty.,mashed yukon potatoes,FOOD#QUALITY:positive
i love margherita pizza – i looove east village pizza,east village pizza,RESTAURANT#GENERAL:positive
i love margherita pizza – i looove east village pizza,margherita pizza,FOOD#QUALITY:positive
"Love this place, every time we are in the city this is one of the places we always go.",place,RESTAURANT#GENERAL:positive
A quintessential slice of NYC pizza.,slice of NYC pizza,FOOD#QUALITY:neutral
"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",crust,FOOD#QUALITY:positive
"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",sauce,FOOD#QUALITY:positive
"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",cheese,FOOD#QUALITY:positive
"Personally I like the margherita pizza better, but they are all good.",margherita pizza,FOOD#QUALITY:positive
"Personally I like the margherita pizza better, but they are all good.",NULL,FOOD#QUALITY:positive
Possibly the Most Romantic Restaurant in the City,Restaurant,AMBIENCE#GENERAL:positive
"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",modern Japanese brasserie,RESTAURANT#GENERAL:positive
"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",modern Japanese brasserie,AMBIENCE#GENERAL:positive
"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",spot,LOCATION#GENERAL:neutral
"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",unmarked wooden doors,AMBIENCE#GENERAL:positive
"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",décor,AMBIENCE#GENERAL:positive
"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",private booths,AMBIENCE#GENERAL:positive
"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",glass ceilings,AMBIENCE#GENERAL:positive
It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,NULL,AMBIENCE#GENERAL:positive
It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,waiter,SERVICE#GENERAL:positive
"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",BBE $29 fixe prix menu,FOOD#PRICES:positive
"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",BBE $29 fixe prix menu,FOOD#STYLE_OPTIONS:positive
We started off with a delightful sashimi amuse bouche.,sashimi amuse bouche,FOOD#QUALITY:positive
"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",Grilled Black Cod,FOOD#QUALITY:positive
"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",Grilled Salmon dish,FOOD#QUALITY:positive
The sake’s complimented the courses very well and is successfully easing me into the sake world.,sake’s,DRINKS#QUALITY:positive
"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",frozen black sesame mousse,FOOD#QUALITY:neutral
"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",matcha (powdered green tea) and blueberry cheesecake,FOOD#QUALITY:positive
"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",brasserie,RESTAURANT#GENERAL:positive
"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",brasserie,RESTAURANT#PRICES:positive
"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",Zenkichi,RESTAURANT#GENERAL:positive
"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",Zenkichi,AMBIENCE#GENERAL:positive
Terrible would be a compliment!,NULL,RESTAURANT#GENERAL:negative
"The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.",service,SERVICE#GENERAL:negative
We paid a fixed pricce but got nothing!!,NULL,SERVICE#GENERAL:negative
We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,NULL,SERVICE#GENERAL:negative
"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",service,SERVICE#GENERAL:negative
"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",drinks,DRINKS#PRICES:negative
"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",pita bread,FOOD#PRICES:negative
"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",NULL,SERVICE#GENERAL:negative
Stay away,NULL,RESTAURANT#GENERAL:negative
Great Shabu Shabu,Shabu Shabu,FOOD#QUALITY:positive
I love it.,NULL,RESTAURANT#GENERAL:positive
I tried a couple other dishes but wasn't too impressed.,dishes,FOOD#QUALITY:neutral
"But for the Shabu Shabu, you won't find much better in NY.",Shabu Shabu,FOOD#QUALITY:positive
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",meat,FOOD#QUALITY:positive
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",sauces,FOOD#QUALITY:positive
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",service,SERVICE#GENERAL:positive
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",meal,FOOD#STYLE_OPTIONS:positive
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",kimchi,FOOD#PRICES:positive
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",salad,FOOD#PRICES:positive
Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,Korean food,FOOD#QUALITY:positive
Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,fusion twists,FOOD#QUALITY:positive
Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,pork belly tacos,FOOD#QUALITY:positive
"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",hot dogs,FOOD#QUALITY:positive
"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",pork croquette sandwich,FOOD#QUALITY:positive
"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",bun,FOOD#QUALITY:positive
Restaurant with a view,view,LOCATION#GENERAL:neutral
The food tasted very good.,food,FOOD#QUALITY:positive
The family seafood entree was very good.,family seafood entree,FOOD#QUALITY:positive
The main entree was also very good.,main entree,FOOD#QUALITY:positive
"Price is high but the food is good, so I would come back again.",food,FOOD#QUALITY:positive
"Price is high but the food is good, so I would come back again.",food,FOOD#PRICES:negative
"Price is high but the food is good, so I would come back again.",NULL,RESTAURANT#GENERAL:positive
This place doesn't make any sense,place,RESTAURANT#GENERAL:negative
Just want to warn you all - don't waste your time and money.,NULL,RESTAURANT#GENERAL:negative
"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",decor,AMBIENCE#GENERAL:negative
"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",mirrored walls,AMBIENCE#GENERAL:negative
This place is not inviting and the food is totally weird.,place,AMBIENCE#GENERAL:negative
This place is not inviting and the food is totally weird.,food,FOOD#QUALITY:negative
The concept of japanese tapas is newly created and clearly doesn't work.,japanese tapas,FOOD#STYLE_OPTIONS:negative
"The food they serve is not comforting, not appetizing and uncooked.",food,FOOD#QUALITY:negative
Good Food,Food,FOOD#QUALITY:positive
"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",food,FOOD#QUALITY:positive
"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",sitting space,AMBIENCE#GENERAL:negative
Over all it was a very nice romantic place .,place,RESTAURANT#GENERAL:positive
Over all it was a very nice romantic place .,place,AMBIENCE#GENERAL:positive
Loved it,NULL,RESTAURANT#GENERAL:positive
A coworker and I tried Pacifico after work a few Fridays and loved it.,Pacifico,RESTAURANT#GENERAL:positive
The atmosphere was great.,atmosphere,AMBIENCE#GENERAL:positive
"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",food,FOOD#QUALITY:positive
"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",margaritas,DRINKS#QUALITY:neutral
"Our waitress wasn't mean, but not especially warm or attentive either.",waitress,SERVICE#GENERAL:neutral
"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.",restaurant,RESTAURANT#GENERAL:positive
"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",patio,AMBIENCE#GENERAL:positive
"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",NULL,RESTAURANT#GENERAL:positive
Dumbfoundingly Poor,NULL,RESTAURANT#GENERAL:negative
"This was, from start to finish, a mind-bogglingly uncomfortable experience.",NULL,RESTAURANT#GENERAL:negative
Lexicographers take note: a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn.,NULL,SERVICE#GENERAL:negative
The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,servers,SERVICE#GENERAL:negative
Polite acknowledgement is out;,NULL,SERVICE#GENERAL:negative
supercilious scorn is in.,NULL,SERVICE#GENERAL:negative
"And how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent?",NULL,SERVICE#GENERAL:negative
"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",server,SERVICE#GENERAL:negative
"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",appetizer,FOOD#QUALITY:positive
"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",food,FOOD#QUALITY:positive
"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",NULL,SERVICE#GENERAL:negative
"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",fit-out,AMBIENCE#GENERAL:positive
"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",furnishings,AMBIENCE#GENERAL:positive
"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",wine list,DRINKS#STYLE_OPTIONS:positive
"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",NULL,SERVICE#GENERAL:negative
"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",NULL,RESTAURANT#PRICES:negative
"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",NULL,RESTAURANT#GENERAL:negative
"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",NULL,SERVICE#GENERAL:negative
"On that scale, it's a world-beater.",NULL,RESTAURANT#GENERAL:negative
How is this palce still open?,palce,RESTAURANT#GENERAL:negative
I honestly don't even know where to begin.,NULL,RESTAURANT#GENERAL:negative
"We arrived and were seated immediately, which made us both happy.",NULL,SERVICE#GENERAL:positive
Everything was going good until we got our meals.,NULL,RESTAURANT#GENERAL:positive
Everything was going good until we got our meals.,meals,FOOD#QUALITY:negative
I took one look at the chicken and I was appalled.,chicken,FOOD#STYLE_OPTIONS:negative
"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",NULL,FOOD#STYLE_OPTIONS:negative
"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",spinach,FOOD#QUALITY:negative
"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",salmon,FOOD#QUALITY:negative
"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",salmon,FOOD#PRICES:negative
"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.",waitress,SERVICE#GENERAL:negative
"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.",spinach,FOOD#QUALITY:negative
I couldn't even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach.,NULL,FOOD#STYLE_OPTIONS:negative
So I decide to report back to the waitress because it was completely inedible.,NULL,FOOD#QUALITY:negative
"Guess what, I waited for TWENTY minutes before she came over and when she finally did, she says, ""oh well, I wish you would have said something earlier"" No apology, nothing.",NULL,SERVICE#GENERAL:negative
"After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the chicken on it!!!!!!!!!!!!",NULL,SERVICE#GENERAL:negative
"No desert menu, no apology, nothing!!!!!!",NULL,SERVICE#GENERAL:negative
"This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of taste that she didn't like it, and I cannot comp it.",manager,SERVICE#GENERAL:negative
"Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing!!!!",NULL,SERVICE#GENERAL:negative
The level of rudeness was preposterous.,NULL,SERVICE#GENERAL:negative
